"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type"
"6i",,,"145.7","167.7","110.5","9.2","2.3","38.1","9.1","93.5","1.18","28.2","-3.9","3.7",0
"6i",,,"102.7","124.9","92.4","12.3","1.0","28.7","-7.9","93.9","0.98","24.6","-0.6","2.5",0
"6i",,,"171.5","183.7","115.9","19.6","6.4","98.8","23.6","88.5","1.31","47.9","-1.0","3.8",0
"6i",,,"164.5","175.9","115.5","19.4","7.5","97.0","45.9","88.5","1.31","47.5","-3.6","0.5",0
"6i",,,"140.9","157.1","104.5","13.1","-0.7","48.0","-5.2","87.4","1.20","33.1","-2.9","0.7",0
"6i",,,"162.9","187.1","118.7","9.1","-0.2","48.7","-0.7","90.7","1.31","32.2","-3.2","0.2",0
"6i",,,"186.3","198.9","126.6","18.6","3.9","115.1","19.6","91.2","1.39","50.0","-2.8","1.4",0
"6i",,,"84.0","126.4","98.2","4.3","-0.7","7.1","-1.0","90.1","1.09","8.7","0.6","0.4",0
"6i",,,"171.1","189.0","118.4","17.2","2.1","90.8","6.1","89.6","1.32","45.5","-2.2","2.1",0
"6i",,,"183.3","196.2","122.2","18.2","2.8","103.6","7.3","90.1","1.36","48.0","-2.3","2.8",0
"6i",,,"172.7","186.4","119.7","14.2","1.6","77.2","11.5","89.6","1.34","41.7","-2.3","1.1",0
"6i",,,"167.5","182.6","119.3","12.1","-3.1","65.3","-20.9","89.6","1.33","38.2","-2.4","0.0",0
"6i",,,"129.7","142.8","94.6","18.7","1.9","55.9","5.0","86.2","1.10","38.0","0.2","1.6",0
"6i",,,"163.8","176.2","112.4","18.1","1.3","84.2","-0.2","90.1","1.25","44.6","-1.6","0.9",0
"6i",,,"164.8","177.2","113.7","20.1","8.0","96.9","23.4","88.5","1.29","47.8","-1.5","6.8",0
"6i",,,"85.2","104.4","82.1","14.0","-0.4","24.1","-9.4","86.8","0.95","23.7","0.0","3.0",0
"6i",,,"182.5","196.0","123.0","16.0","-1.1","92.8","-11.1","90.7","1.36","45.4","-3.5","0.7",0
"6i",,,"179.7","193.1","121.7","15.0","1.4","85.3","0.3","91.2","1.33","43.7","-4.2","1.6",0
"6i",,,"149.2","161.7","105.5","19.6","3.0","78.1","1.0","92.4","1.14","43.8","-0.5","4.6",0
"6i",,,"168.0","185.9","116.3","17.7","1.3","89.2","3.8","86.2","1.35","45.2","-1.4","3.5",0
"6i",,,"179.0","189.7","121.6","18.1","3.3","102.3","6.8","92.4","1.32","47.9","-4.1","2.5",0
"6i",,,"179.4","197.8","123.2","16.1","-0.2","94.2","-0.8","91.8","1.34","45.7","-3.1","2.4",0
"6i",,,"179.1","190.2","122.6","18.5","4.6","106.1","15.0","91.8","1.34","48.6","-3.7","3.0",0
"6i",,,"178.9","191.3","120.5","18.0","3.7","99.3","20.3","90.1","1.34","47.3","-4.0","0.8",0
"6i",,,"180.7","193.7","121.5","17.7","2.7","99.6","9.2","91.8","1.32","47.3","-3.0","1.7",0
"4i",,,"192.6","212.8","128.1","13.9","3.1","87.4","10.3","94.0","1.36","42.6","-3.0","2.3",0
"4i",,,"173.6","193.8","119.4","13.2","2.3","69.6","6.9","91.8","1.30","38.8","-4.2","0.0",0
"4i",,,"188.0","202.3","128.4","13.8","-1.3","87.0","-28.0","93.5","1.37","42.4","-2.6","1.9",0
"4i",,,"178.0","196.8","120.8","14.6","5.5","79.6","17.0","90.7","1.33","41.5","-1.7","4.4",0
"4i",,,"185.2","200.1","123.4","14.3","4.9","82.7","24.1","94.6","1.31","42.2","-4.5","1.7",0
"4i",,,"105.0","130.7","95.1","9.0","1.6","18.6","2.9","89.6","1.06","17.4","-0.2","2.6",0
"4i",,,"187.1","202.9","125.4","12.9","-0.7","76.9","-17.5","92.4","1.36","40.0","-2.9","1.6",0
"4i",,,"156.7","186.4","119.9","7.8","-2.5","39.8","-19.6","88.5","1.36","27.4","-3.2","1.8",0
"d",,,"224.7","239.2","149.1","9.7","-2.3","77.9","-32.4","107.3","1.39","35.2","3.2","-0.7",0
"d",,,"246.2","266.2","149.7","13.0","2.1","106.0","9.1","110.8","1.35","42.0","2.6","-1.5",0
"d",,,"196.0","237.7","144.4","5.8","-4.1","47.0","-28.5","105.7","1.37","26.6","3.5","0.3",0
"d",,,"218.8","241.7","140.6","9.2","-1.4","65.1","-5.3","101.8","1.38","32.6","3.0","-1.9",0
