"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type"
"gw",,,"91.8","101.3","73.8","26.9","-5.8","49.3","-12.8","79.6","0.93","41.8","-3.9","-4.9",0
"gw",,,"86.8","95.4","75.2","26.5","-3.1","50.5","-5.4","78.5","0.96","42.0","-7.0","-4.8",0
"gw",,,"119.1","127.9","88.6","26.1","-4.6","72.4","-6.0","86.2","1.03","46.9","-7.0","-5.8",0
"gw",,,"111.1","120.3","84.6","29.7","0.0","76.2","3.4","80.7","1.05","49.1","-3.2","-2.5",0
"gw",,,"111.4","121.3","85.3","27.0","-4.0","69.0","-7.3","82.9","1.03","46.6","-6.3","-5.9",0
"gw",,,"101.7","110.5","82.0","26.6","-1.3","62.1","2.8","80.7","1.02","45.0","-8.5","-4.0",0
"gw",,,"96.8","107.0","77.9","23.4","-4.0","46.5","-8.5","83.4","0.93","39.1","-9.0","-3.4",0
"gw",,,"82.4","91.0","68.8","26.3","-4.2","40.5","-7.6","75.7","0.91","39.0","-4.8","-4.8",0
"d",,,"223.5","252.2","143.9","8.0","-12.0","60.2","-47.2","103.5","1.39","30.8","-1.2","-9.1",0
"d",,,"66.6","106.8","94.7","3.7","-18.4","4.3","-21.0","102.9","0.92","6.2","2.5","-8.8",0
"d",,,"227.2","242.5","147.5","10.9","-7.6","87.8","-1.5","110.6","1.33","38.4","4.9","-7.4",0
"d",,,"213.2","226.4","141.6","18.5","-6.0","135.1","12.7","103.5","1.37","48.9","3.1","-9.0",0
"d",,,"214.7","230.5","139.6","12.2","-6.3","83.2","-1.2","102.4","1.36","37.6","2.0","-8.1",0
"d",,,"187.7","213.3","136.8","7.0","-13.3","48.1","-75.9","104.0","1.32","27.8","2.1","-7.9",0
"d",,,"222.2","237.5","141.8","13.7","-7.8","96.4","-27.1","104.0","1.36","40.4","2.3","-6.6",0
"d",,,"184.9","228.2","137.9","5.9","-16.3","42.7","-52.3","104.5","1.32","25.7","2.2","-10.3",0
"d",,,"223.2","238.1","142.6","15.2","-7.2","111.9","-8.9","106.2","1.34","44.2","2.1","-7.0",0
"d",,,"223.6","238.3","144.1","14.1","-4.9","101.6","4.4","104.0","1.39","41.1","2.8","-6.9",0
"d",,,"206.6","221.1","137.7","12.6","-9.1","87.3","-17.0","105.7","1.30","39.5","0.4","-6.1",0
"d",,,"217.1","231.9","141.3","13.3","-9.8","92.9","-24.7","103.5","1.37","39.7","2.4","-9.9",0
"d",,,"216.5","230.4","143.2","13.9","-6.4","100.9","-1.0","105.7","1.35","41.4","1.6","-6.7",0
"d",,,"204.7","218.0","139.1","15.3","-5.1","108.9","13.7","105.7","1.32","44.4","0.8","-7.0",0
"d",,,"221.6","234.6","145.9","14.8","-8.0","118.0","-8.2","111.7","1.31","45.6","-0.0","-8.5",0
"9i",,,"83.9","93.6","72.0","23.3","-1.9","37.7","1.9","89.4","0.81","35.7","-2.8","-2.3",0
"9i",,,"101.1","110.6","80.2","26.1","-1.7","57.6","-3.0","82.4","0.97","43.0","-4.4","-6.3",0
"9i",,,"153.4","164.4","108.9","24.8","-1.6","109.0","-5.7","90.1","1.21","51.9","-3.0","-2.9",0
"9i",,,"110.3","121.1","85.8","22.3","-2.0","55.3","-3.8","86.2","0.99","40.4","-4.4","-4.7",0
"9i",,,"130.6","141.4","94.5","23.6","-4.0","74.6","-10.4","85.9","1.10","45.7","-3.9","-5.3",0
"9i",,,"116.3","127.7","88.9","21.2","-4.1","56.7","-6.8","82.9","1.07","40.4","-3.1","-5.9",0
"9i",,,"129.2","138.3","96.5","22.4","-2.3","74.0","-5.2","83.5","1.16","45.2","-5.2","-5.7",0
"9i",,,"129.4","139.1","96.3","24.1","-4.1","79.9","-9.4","83.5","1.15","47.0","-2.8","-4.8",0
"9i",,,"146.1","154.9","104.8","21.6","-4.4","86.4","-14.4","86.3","1.22","47.3","-5.3","-5.1",0
"9i",,,"131.3","140.8","97.5","23.4","-2.7","79.6","-6.2","82.4","1.18","46.7","-4.8","-4.4",0
"9i",,,"104.9","116.2","82.8","20.5","-4.7","45.0","-7.2","84.8","0.98","36.3","-5.5","-5.2",0
"9i",,,"126.2","136.5","93.2","23.1","-3.1","70.6","-2.0","86.2","1.08","44.7","-6.5","-5.6",0
"9i",,,"156.4","167.4","108.8","22.0","-7.5","96.0","-26.5","86.8","1.25","48.9","-4.6","-6.4",0
"9i",,,"152.6","164.2","106.9","19.6","-7.9","81.6","-33.8","88.5","1.21","45.6","-5.8","-4.7",0
"9i",,,"138.5","148.7","100.4","22.6","-1.2","82.0","5.1","87.9","1.14","47.0","-6.2","-5.3",0
"9i",,,"135.6","145.8","100.3","25.8","-0.9","94.7","1.1","86.2","1.16","50.1","-4.2","-5.6",0
"9i",,,"149.9","160.8","106.6","23.1","-5.7","96.2","-18.4","87.9","1.21","49.4","-4.3","-6.1",0
"9i",,,"148.3","158.8","104.9","22.6","-8.0","90.8","-27.4","87.4","1.20","48.3","-5.2","-5.5",0
"9i",,,"146.9","156.6","105.3","22.4","0.4","90.8","2.5","86.8","1.21","48.4","-6.2","-1.0",0
