"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type"
"4i",,,"117.7","139.3","101.5","13.0","3.6","42.1","-8.1","84.6","1.20","30.3","0.0","0.0",
"4i",,,"151.9","170.7","110.0","14.0","6.1","58.9","-7.2","86.2","1.28","36.4","0.0","0.0",
"4i",,,"149.7","167.1","107.2","14.8","5.2","58.2","4.0","86.8","1.24","36.4","0.0","0.0",
"4i",,,"155.6","175.7","109.2","14.1","6.2","58.5","7.3","85.7","1.27","36.4","0.0","0.0",
"4i",,,"174.8","191.0","116.2","15.1","6.5","74.2","12.9","87.9","1.32","40.6","0.0","0.0",
"4i",,,"187.7","202.8","121.1","16.7","6.8","91.3","20.5","87.4","1.39","44.4","0.0","0.0",
"4i",,,"160.3","179.6","108.0","18.2","7.7","76.3","38.2","89.6","1.21","42.6","0.0","0.0",
"4i",,,"189.2","205.9","122.0","14.5","5.0","80.5","10.6","89.6","1.36","41.5","0.0","0.0",
"4i",,,"188.2","204.0","125.7","13.9","4.8","83.8","24.1","92.9","1.35","42.0","0.0","0.0",
"4i",,,"193.2","212.6","122.5","16.3","6.7","91.6","27.1","87.4","1.40","44.2","0.0","0.0",
"4i",,,"183.7","197.2","125.4","14.7","5.2","87.3","28.8","89.6","1.40","42.8","0.0","0.0",
"4i",,,"186.4","200.9","126.2","16.7","6.1","101.0","41.9","91.2","1.38","46.1","0.0","0.0",
"4i",,,"153.9","169.0","108.9","14.7","1.7","60.2","4.6","90.1","1.21","36.8","0.0","0.0",
"4i",,,"174.5","187.1","123.0","13.5","6.5","76.5","37.9","89.0","1.38","40.2","0.0","0.0",
"4i",,,"181.3","199.4","117.5","16.9","7.3","86.3","37.7","87.4","1.35","43.7","0.0","0.0",
"4i",,,"197.4","213.8","126.4","15.8","6.0","96.2","34.8","91.2","1.39","44.9","0.0","0.0",
"4i",,,"168.3","184.0","115.0","15.1","5.1","72.5","6.2","89.6","1.28","40.3","0.0","0.0",
"4i",,,"190.9","210.8","125.5","13.6","5.1","81.3","10.7","91.8","1.37","41.3","0.0","0.0",
"4i",,,"193.6","209.6","128.2","11.6","1.6","73.2","-7.7","93.5","1.37","38.6","0.0","0.0",
"4i",,,"182.3","198.2","122.2","13.9","4.8","78.0","22.8","91.8","1.33","40.9","0.0","0.0",
"4i",,,"178.5","192.6","120.5","16.2","7.4","87.4","44.7","87.4","1.38","43.5","0.0","0.0",
"4i",,,"191.9","207.6","125.3","15.1","7.7","90.1","45.9","90.1","1.39","43.6","0.0","0.0",
"4i",,,"191.7","206.7","126.6","15.1","5.1","92.6","13.4","91.8","1.38","44.0","0.0","0.0",
"4i",,,"188.8","203.6","124.6","14.2","5.8","83.8","25.7","91.8","1.36","42.1","0.0","0.0",
"4i",,,"190.2","210.8","124.5","12.7","1.4","74.5","-11.3","92.4","1.35","39.5","0.0","0.0",
"4i",,,"186.1","201.5","124.3","12.6","5.0","73.6","19.3","90.7","1.37","39.2","0.0","0.0",
"4i",,,"176.8","192.5","119.6","15.0","6.7","80.0","39.9","90.7","1.32","41.9","0.0","0.0",
"4i",,,"198.6","214.1","128.5","16.4","5.1","103.9","32.1","92.9","1.38","46.4","0.0","0.0",
"4i",,,"221.9","239.4","135.8","16.2","2.7","117.3","9.3","99.0","1.37","48.3","0.0","0.0",
"5w",,,"207.8","225.5","129.4","15.3","2.4","97.0","14.0","94.6","1.37","44.1","0.0","0.0",
"5w",,,"203.1","220.8","125.7","19.0","4.1","113.2","32.0","91.2","1.38","48.4","0.0","0.0",
"5w",,,"211.1","227.0","133.0","15.1","1.1","102.3","16.0","97.9","1.36","44.9","0.0","0.0",
"5w",,,"172.3","186.4","116.6","17.3","3.2","86.1","32.1","95.1","1.23","43.4","0.0","0.0",
"5w",,,"194.8","214.3","122.6","16.3","2.7","91.6","-4.7","94.0","1.30","44.1","0.0","0.0",
"5w",,,"193.8","209.8","129.6","11.5","-3.3","73.5","-34.4","94.0","1.38","38.1","0.0","0.0",
"5w",,,"182.6","212.7","128.7","7.9","-4.8","50.7","-33.3","97.9","1.31","30.9","0.0","0.0",
"5w",,,"201.2","217.0","132.5","12.4","-1.0","83.6","-2.5","96.8","1.37","40.5","0.0","0.0",
"5w",,,"207.3","224.5","131.5","14.2","0.9","92.8","3.3","94.6","1.39","42.7","0.0","0.0",
"5w",,,"208.5","224.2","132.6","14.6","0.8","93.3","4.8","97.9","1.35","41.7","0.0","0.0",
"5w",,,"196.6","210.5","128.2","18.0","0.9","111.0","5.7","96.8","1.32","47.2","0.0","0.0",
"5w",,,"205.2","222.8","128.2","17.2","2.4","103.3","19.7","93.5","1.37","44.8","0.0","0.0",
"9i",,,"148.8","161.9","101.0","25.9","-0.4","96.6","-9.7","82.9","1.22","50.3","0.0","0.0",
"9i",,,"141.2","152.7","99.7","25.4","-2.2","91.8","-15.2","83.5","1.19","49.5","0.0","0.0",
"9i",,,"145.8","158.1","102.9","21.3","-1.3","81.7","-25.6","83.5","1.23","46.3","0.0","0.0",
"9i",,,"146.8","158.3","103.7","24.3","3.1","95.6","3.1","82.9","1.25","49.7","0.0","0.0",
"9i",,,"159.2","173.7","103.7","26.3","3.6","104.0","13.9","83.5","1.24","51.6","0.0","0.0",
