"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type"
"7i",,,"105.0","119.9","98.5","11.4","8.6","33.6","35.5","92.9","1.06","27.3","-3.8","-3.5",0
"7i",,,"180.1","191.6","120.5","20.2","-0.9","111.5","4.7","93.5","1.29","50.3","-2.7","-1.9",0
"7i",,,"177.5","190.5","121.6","16.3","-5.1","92.8","-23.0","92.4","1.32","46.0","-4.2","-2.8",0
"7i",,,"175.2","186.8","118.1","20.2","-0.6","106.0","7.2","91.8","1.29","49.4","-3.3","-2.9",0
"7i",,,"134.5","150.3","105.6","11.8","-1.7","44.6","9.5","90.7","1.16","32.0","-5.2","-3.8",0
"7i",,,"169.5","182.0","114.6","21.1","2.3","103.5","18.5","90.7","1.26","49.4","-2.6","-1.1",0
"7i",,,"167.8","179.8","117.3","16.8","-3.6","87.7","-22.0","90.7","1.29","45.3","-2.5","-1.2",0
"7i",,,"167.2","180.7","113.6","17.2","-5.4","82.2","-19.1","87.9","1.29","44.3","-2.3","-3.0",0
"7i",,,"167.7","179.2","115.2","19.7","2.2","98.0","9.3","87.9","1.31","48.0","-1.4","0.8",0
"7i",,,"163.5","175.1","114.2","18.1","-0.0","88.3","8.3","89.6","1.28","45.9","-3.7","-3.0",0
"7i",,,"171.7","184.2","119.4","17.4","-6.9","94.1","-49.5","89.0","1.34","46.4","-0.4","-0.5",0
"7i",,,"169.3","180.9","115.6","19.4","-0.2","97.1","8.2","89.6","1.29","47.8","-2.5","-2.5",0
"7i",,,"169.1","181.2","117.5","18.1","-3.4","94.5","-28.6","89.6","1.31","46.9","-1.1","0.3",0
"7i",,,"168.4","181.1","116.1","16.4","-1.2","83.1","-1.2","89.0","1.30","44.3","-4.6","-1.3",0
"7i",,,"175.9","188.4","119.5","17.1","-1.3","93.3","-13.0","91.2","1.31","46.4","-3.3","0.0",0
"7i",,,"178.1","190.7","121.7","18.1","0.8","102.3","5.4","92.4","1.32","48.2","-3.4","0.9",0
"7i",,,"185.9","199.8","123.1","17.3","-0.5","100.9","-20.0","92.9","1.33","47.7","-2.9","2.2",0
"7i",,,"177.9","191.8","119.3","17.0","-1.5","92.3","-20.4","91.2","1.31","46.2","0.4","8.1",0
"7i",,,"139.4","159.9","105.5","14.8","-1.4","57.3","-23.3","94.6","1.12","37.1","13.5","26.7",0
"7i",,,"175.9","187.5","119.0","19.0","2.9","102.1","14.1","93.5","1.27","48.6","-1.6","2.2",0
"7i",,,"177.3","188.9","118.6","19.3","0.6","102.8","10.1","91.2","1.30","48.6","-3.0","-1.6",0
"d",,,"237.5","254.3","147.4","12.9","0.4","98.8","11.4","106.8","1.38","40.3","1.8","-2.5",0
"d",,,"242.8","265.7","151.2","9.9","-3.8","79.5","-9.8","107.0","1.41","35.1","1.3","-2.3",0
"d",,,"242.4","258.8","153.5","11.1","-4.6","94.4","-39.9","111.9","1.37","38.9","0.7","-2.9",0
"d",,,"225.6","239.8","146.1","16.9","0.5","136.2","43.0","111.4","1.31","49.1","2.2","-4.1",0
"d",,,"234.8","255.3","147.8","10.4","-6.8","80.8","-62.0","106.8","1.38","36.0","2.2","-3.3",0
"d",,,"232.3","248.8","150.3","9.7","-2.0","81.6","6.0","110.5","1.36","36.4","-0.4","-3.1",0
"d",,,"216.8","233.4","150.1","9.3","-8.6","78.5","-73.9","110.7","1.36","35.7","0.7","-3.6",0
"d",,,"230.6","253.4","145.6","9.7","-3.9","74.2","-16.4","105.7","1.38","34.7","2.9","-2.4",0
"d",,,"237.7","257.0","146.3","11.9","-5.7","89.6","-23.7","106.2","1.38","38.3","3.9","-2.6",0
"d",,,"236.5","255.2","147.9","10.1","-5.7","81.6","-39.9","109.5","1.35","36.7","2.4","-0.2",0
"d",,,"241.2","258.3","148.4","13.2","-2.1","102.3","9.7","107.3","1.38","40.9","1.6","-1.4",0
"d",,,"239.3","257.5","148.7","14.2","-1.4","108.5","17.7","106.2","1.40","41.9","3.1","-3.3",0
"d",,,"256.1","276.4","152.8","13.0","-3.0","109.0","-16.0","112.5","1.36","42.1","1.7","-2.6",0
"d",,,"242.5","259.6","151.4","11.8","-5.1","97.0","-50.4","110.3","1.37","39.6","1.7","-1.9",0
"d",,,"231.7","246.0","150.9","12.3","-0.9","102.7","10.0","112.2","1.35","41.3","0.6","-0.8",0
"d",,,"230.6","245.8","147.2","13.6","-3.1","107.4","16.6","110.4","1.33","42.7","2.8","-3.5",0
"d",,,"243.8","261.6","149.0","12.9","-3.3","99.8","-31.1","107.3","1.39","40.2","1.9","-2.2",0
"d",,,"236.0","251.2","153.5","10.6","-4.1","90.9","-44.6","112.0","1.37","38.2","4.4","-0.8",0
"d",,,"238.2","260.8","153.2","10.1","-1.8","86.5","-47.6","110.7","1.38","37.1","2.1","0.3",0
"d",,,"216.9","245.3","152.5","6.7","-8.1","61.0","-71.3","113.7","1.34","30.6","1.2","-2.7",0
"d",,,"216.9","231.0","138.8","17.7","-2.7","127.3","-5.2","105.1","1.32","48.3","3.9","-4.8",0
"d",,,"226.9","240.6","151.6","13.1","-2.2","108.8","22.4","112.0","1.35","42.3","1.2","-3.8",0
"d",,,"228.7","246.7","142.3","13.1","1.6","97.7","9.9","107.3","1.33","41.5","-0.3","-2.0",0
"pw",,,"129.4","139.1","95.6","28.3","-7.7","94.1","-23.6","84.0","1.14","51.0","-0.7","-5.5",0
"pw",,,"129.3","139.7","95.2","24.8","-7.7","80.3","-15.9","80.9","1.18","47.4","-4.5","-8.4",0
"pw",,,"119.2","130.3","89.4","24.6","-4.9","69.0","-2.6","81.8","1.09","45.3","-4.0","-7.6",0
"pw",,,"125.5","137.1","91.6","28.1","-7.6","85.1","-9.0","81.2","1.13","49.4","-2.2","-9.2",0
"pw",,,"126.5","136.9","92.4","24.7","-6.7","74.7","-13.4","81.2","1.14","46.4","-2.1","-8.4",0
"pw",,,"128.2","138.9","94.9","25.8","-8.0","83.4","-14.9","81.8","1.16","48.3","-1.0","-1.0",5
"pw",,,"123.7","134.8","92.1","25.3","-8.2","76.5","-19.9","81.8","1.13","46.9","-4.0","-6.8",0
"pw",,,"129.9","139.9","95.6","23.6","-6.9","76.7","-8.8","81.8","1.17","46.3","-6.1","-8.1",0
"pw",,,"118.1","126.9","90.0","28.9","-2.9","84.7","-2.3","81.2","1.11","49.9","-3.7","-5.1",0
"pw",,,"116.2","126.5","89.7","24.0","-2.4","67.3","1.8","82.4","1.09","44.7","-1.0","-1.0",1
"pw",,,"126.5","138.2","91.4","28.8","-4.0","87.1","-7.1","82.4","1.11","50.2","1.5","-3.5",0
"pw",,,"119.5","130.4","89.3","25.7","-7.3","72.5","-5.2","83.5","1.07","46.4","-7.1","-12.1",0
"pw",,,"113.7","122.3","88.4","25.4","-7.6","69.8","-6.0","84.0","1.05","45.7","-8.0","-12.5",0
"pw",,,"132.6","142.4","97.4","28.6","-6.0","99.2","-11.0","84.6","1.15","51.9","-2.1","-7.2",0
"pw",,,"127.4","137.1","93.8","28.4","-5.3","90.8","-5.7","84.0","1.12","50.6","-1.0","-1.0",4
"pw",,,"122.9","132.7","91.5","26.0","-7.4","77.6","-9.9","84.0","1.09","47.5","-3.0","-9.6",0
"pw",,,"82.7","124.5","95.3","4.5","-10.1","7.6","-14.5","85.7","1.11","9.5","-1.0","-1.0",1
"pw",,,"130.6","140.4","98.0","28.0","-3.3","98.4","-6.7","86.2","1.14","51.7","-1.0","-1.0",1
"pw",,,"137.0","146.8","99.2","23.0","-10.1","81.4","-20.1","85.1","1.17","46.9","-5.4","-8.6",0
