"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type"
"d",,,"221.1","248.7","142.9","8.3","-6.1","62.7","-24.0","107.3","1.33","31.9","-3.7","-6.4",0
"7i",,,"166.4","178.0","115.4","19.5","-0.3","97.1","16.6","89.0","1.30","47.8","-3.7","-3.7",0
"7i",,,"166.4","177.3","115.6","21.1","-1.9","105.5","4.6","86.2","1.34","49.5","-1.3","-5.1",0
"7i",,,"161.1","177.2","113.2","21.5","-0.5","102.4","-1.6","86.8","1.30","49.2","-2.2","-4.0",0
"7i",,,"26.8","65.2","87.6","4.4","8.8","4.5","5.7","87.4","1.00","7.0","-2.9","-4.8",0
"7i",,,"151.9","166.0","103.9","19.1","-1.4","73.6","-1.7","86.2","1.20","43.2","-2.4","-4.2",0
"7i",,,"156.9","169.2","108.8","23.3","1.8","101.8","22.6","85.1","1.28","49.7","-1.1","-5.0",0
"7i",,,"157.9","168.8","112.2","21.4","2.3","100.0","23.7","86.8","1.29","48.9","-3.8","-3.9",0
"7i",,,"169.3","181.6","115.8","19.3","-1.8","97.2","3.0","86.8","1.33","47.7","-3.9","-5.2",0
"7i",,,"173.2","187.4","117.0","17.0","-4.4","88.0","-14.6","87.4","1.34","45.3","-4.0","-4.3",0
"7i",,,"158.5","168.3","112.9","19.1","0.8","89.8","9.4","87.4","1.29","45.9","-3.4","-4.1",0
"7i",,,"129.0","144.0","96.0","17.3","-3.5","53.4","-12.8","84.0","1.14","37.2","-1.9","-4.6",0
"7i",,,"164.1","178.2","113.3","17.0","-2.9","79.7","-5.0","85.1","1.33","42.8","-2.2","-2.2",0
"7i",,,"139.7","150.6","100.0","24.4","-1.1","88.3","2.2","83.5","1.20","48.2","-2.6","-2.4",0
"9i",,,"137.9","147.8","99.9","23.3","-1.3","84.0","3.4","82.9","1.21","47.5","-4.5","-4.6",0
"9i",,,"137.2","147.8","100.4","21.5","0.8","77.5","10.3","84.6","1.19","45.6","-3.9","-3.6",0
"9i",,,"136.1","146.0","98.9","25.2","1.6","89.2","14.2","84.6","1.17","49.1","-5.3","-4.8",0
"9i",,,"131.9","144.6","93.7","29.9","-1.7","96.0","2.1","84.0","1.12","51.9","-3.4","-3.5",0
"9i",,,"140.6","152.6","101.7","18.9","-2.5","69.1","-3.3","84.6","1.20","42.6","-3.6","-4.7",0
"9i",,,"143.1","153.8","101.9","21.3","-1.1","79.5","-4.4","82.9","1.23","45.8","-4.4","-1.9",0
"9i",,,"139.0","150.1","101.0","19.6","-2.7","71.1","-13.8","81.8","1.23","43.3","-6.9","-2.2",0
"5i",,,"191.5","204.7","128.4","16.9","1.9","108.3","20.2","92.9","1.38","48.0","-4.5","-3.4",0
"5i",,,"176.3","194.4","118.0","14.1","-1.7","73.7","-17.3","91.2","1.29","40.7","-2.7","-0.9",0
"5i",,,"177.3","195.8","122.1","14.2","-4.2","81.0","-43.4","88.5","1.38","42.2","-2.2","0.3",0
"5i",,,"149.2","170.4","107.7","14.2","-0.1","56.8","-4.5","91.2","1.18","36.1","-1.2","-0.5",0
"5i",,,"184.9","201.6","120.5","15.4","-1.6","84.5","11.1","90.1","1.34","43.4","-3.7","-5.1",0
"5i",,,"192.9","210.4","124.8","14.5","-2.9","79.7","-10.2","90.7","1.38","39.1","-3.8","-3.6",0
"5i",,,"173.4","188.0","119.0","15.3","3.1","80.0","29.3","89.0","1.34","41.7","-2.8","-2.5",0
"5i",,,"178.9","193.3","121.2","16.0","0.0","87.1","20.0","91.2","1.33","43.2","-3.5","-4.6",0
