"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type"
"d",,,"196.9","226.1","134.9","8.2","-7.7","51.6","-32.7","96.8","1.39","28.7","0.3","-7.3",0
"d",,,"212.8","233.6","138.5","9.8","-9.2","65.3","-53.6","99.6","1.39","32.7","-0.3","-5.1",0
"d",,,"213.8","234.8","137.0","9.8","-6.6","60.8","-31.5","94.7","1.45","30.8","2.6","-6.6",0
"d",,,"230.2","252.1","145.3","11.0","-6.8","80.1","-52.8","102.9","1.41","35.7","4.5","-5.4",0
"d",,,"213.3","228.8","137.6","10.6","-7.8","71.7","-45.2","102.4","1.34","35.0","2.0","-3.8",0
"d",,,"223.8","239.3","144.1","10.5","-6.4","79.0","-25.6","106.2","1.36","36.3","0.9","-5.0",0
"d",,,"222.7","241.7","138.3","13.9","-6.1","94.2","-3.5","102.4","1.35","40.5","2.3","-5.5",0
"d",,,"208.5","223.6","137.8","12.7","-6.6","85.5","4.1","102.9","1.34","38.6","1.4","-4.5",0
"d",,,"218.3","233.0","143.5","16.1","-2.0","120.4","41.6","106.2","1.35","45.8","2.9","-7.2",0
"d",,,"218.9","234.0","138.1","16.9","-4.9","120.5","-8.3","105.7","1.31","47.2","1.3","-4.4",0
"d",,,"213.9","227.4","143.4","16.7","-2.1","125.9","25.8","106.8","1.34","47.1","3.4","-4.8",0
"d",,,"215.9","231.3","142.2","11.0","-8.1","80.8","-4.4","106.2","1.34","37.1","0.8","-7.2",0
"d",,,"213.1","228.2","141.0","11.7","-7.5","85.0","6.8","107.3","1.31","38.5","0.9","-6.8",0
"d",,,"225.1","241.5","142.6","13.2","-6.5","93.3","-3.8","103.5","1.38","39.5","0.7","-6.2",0
"d",,,"230.0","245.7","144.0","14.9","-3.5","109.0","3.5","105.1","1.37","43.0","1.5","-2.7",0
"d",,,"221.0","235.1","144.3","13.8","-1.2","102.5","27.4","106.2","1.36","41.7","0.8","-1.9",0
"d",,,"231.6","250.6","142.0","13.9","-6.4","97.2","-21.0","102.9","1.38","40.4","1.8","-6.3",0
"d",,,"231.6","248.8","144.5","13.8","-1.9","101.1","5.2","105.1","1.37","41.1","-1.0","-1.0",5
"d",,,"231.7","247.3","145.2","13.3","-6.8","98.6","-28.0","106.2","1.37","40.5","3.3","-5.1",0
"d",,,"231.0","247.6","143.6","14.9","-1.3","110.2","14.7","105.7","1.36","43.5","3.5","-3.2",0
"d",,,"230.2","247.8","144.5","11.4","-4.7","83.8","-10.0","104.6","1.38","37.1","0.3","-4.2",0
"8i",,,"155.4","166.6","108.9","25.8","-4.0","113.2","-14.5","89.0","1.22","52.3","-2.2","-2.7",0
"8i",,,"152.7","165.8","109.5","17.2","-1.6","75.5","-4.8","87.9","1.25","43.3","-2.3","0.3",0
"8i",,,"146.5","156.3","105.4","26.6","-2.2","109.1","-8.3","88.5","1.19","52.1","-0.3","-1.4",0
"8i",,,"142.8","152.7","103.9","29.0","4.3","115.7","18.2","88.5","1.17","54.1","-2.7","1.3",0
"8i",,,"147.7","157.9","105.2","23.0","-3.0","93.2","-6.6","91.2","1.15","48.6","-3.1","-1.1",0
"8i",,,"146.3","157.0","104.3","25.6","-0.7","102.2","-6.6","89.6","1.16","50.9","-1.4","0.4",0
"8i",,,"153.9","165.5","107.5","25.0","-2.9","106.5","-8.8","90.7","1.19","51.2","-2.5","-1.0",0
"8i",,,"141.5","152.2","101.2","28.7","2.0","108.0","7.1","90.1","1.12","52.9","-1.0","-0.2",0
