"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type"
"5i",,,"168.3","182.4","117.8","13.7","2.8","71.1","23.7","88.5","1.33","39.9","0.0","0.0",
"5i",,,"173.3","186.6","119.5","14.7","-0.6","79.2","-2.0","88.5","1.35","42.0","0.0","0.0",
"5i",,,"168.6","183.1","117.9","13.1","0.7","67.9","11.5","89.6","1.32","38.9","0.0","0.0",
"5i",,,"168.9","182.0","118.3","14.7","0.5","76.8","12.2","89.6","1.32","41.6","0.0","0.0",
"5i",,,"169.4","185.2","114.9","15.2","0.4","73.7","5.9","89.0","1.29","41.1","0.0","0.0",
"5i",,,"172.6","188.2","117.1","15.1","-0.0","76.9","4.1","89.0","1.32","41.7","0.0","0.0",
"5i",,,"157.8","172.7","111.2","13.3","0.4","58.5","2.8","89.7","1.24","36.4","0.0","0.0",
"5i",,,"164.7","185.3","112.3","14.5","1.3","66.2","-2.2","90.1","1.25","39.0","0.0","0.0",
"5i",,,"155.7","169.5","111.6","16.7","5.2","75.9","30.7","89.0","1.25","42.2","0.0","0.0",
"5i",,,"161.3","174.4","114.8","15.2","1.2","73.9","22.1","90.7","1.27","41.2","0.0","0.0",
"5i",,,"144.5","158.5","106.8","17.5","4.0","70.7","30.1","90.1","1.19","41.1","0.0","0.0",
"5i",,,"159.3","173.1","114.1","15.8","3.4","75.6","29.4","88.5","1.29","41.7","0.0","0.0",
"5i",,,"168.1","182.4","115.7","13.9","-2.1","68.4","-2.0","87.9","1.32","39.3","0.0","0.0",
"5i",,,"166.0","181.7","115.0","11.2","-3.8","53.7","-12.1","86.8","1.32","34.3","0.0","0.0",
"5i",,,"168.7","184.0","117.2","11.9","-3.0","60.5","-3.2","89.0","1.32","36.5","0.0","0.0",
"5i",,,"166.0","179.9","115.6","14.0","-3.9","68.9","-5.1","87.4","1.32","39.4","0.0","0.0",
"5i",,,"164.1","179.5","114.4","15.7","-1.5","75.5","1.4","91.2","1.25","41.7","0.0","0.0",
"d",,,"227.3","243.1","140.4","17.4","-0.7","125.4","-2.9","103.5","1.36","47.3","0.0","0.0",
"d",,,"224.6","245.7","139.1","13.2","-5.6","89.3","-21.4","102.4","1.36","39.1","0.0","0.0",
"d",,,"235.1","256.6","145.5","16.4","-2.6","122.0","-45.3","104.0","1.40","45.3","0.0","0.0",
"d",,,"230.2","251.4","145.9","13.1","-4.3","97.8","-51.4","105.7","1.38","40.1","0.0","0.0",
"d",,,"221.4","243.3","142.6","10.9","-7.7","76.9","-56.8","102.4","1.39","35.4","0.0","0.0",
"d",,,"210.4","232.3","137.8","12.1","-8.8","80.8","-65.3","101.8","1.35","37.3","0.0","0.0",
"d",,,"210.9","229.9","134.0","12.4","-8.5","79.2","-31.2","101.8","1.32","37.6","0.0","0.0",
"d",,,"212.1","234.9","135.5","14.1","-4.0","93.6","-7.4","102.4","1.32","41.2","0.0","0.0",
"d",,,"230.0","250.8","140.3","14.0","-1.2","100.6","4.4","105.7","1.33","42.2","0.0","0.0",
"d",,,"232.0","250.4","142.9","15.3","-4.8","113.5","-17.1","106.2","1.34","44.5","0.0","0.0",
"d",,,"221.7","239.5","138.2","18.8","-0.7","134.3","7.2","105.1","1.31","49.9","0.0","0.0",
"d",,,"241.6","260.3","147.4","17.2","-2.9","134.4","15.5","106.8","1.38","47.7","0.0","0.0",
"d",,,"226.9","246.7","145.4","15.4","-4.9","114.0","-61.9","104.6","1.39","43.6","0.0","0.0",
"d",,,"234.2","251.2","141.1","20.3","1.2","150.8","8.1","105.7","1.33","52.3","0.0","0.0",
"d",,,"236.5","251.5","145.7","18.8","-2.1","145.8","-8.6","106.2","1.37","50.3","0.0","0.0",
"d",,,"233.7","251.4","144.1","14.8","-4.3","107.1","-18.2","104.0","1.39","42.3","0.0","0.0",
"d",,,"233.1","251.1","141.8","18.0","-1.9","134.0","-21.4","105.7","1.34","49.0","0.0","0.0",
"d",,,"237.2","258.3","140.9","17.5","-3.5","127.0","-18.3","104.6","1.35","47.6","0.0","0.0",
"d",,,"235.7","251.6","146.5","17.1","-4.6","133.2","-37.7","107.3","1.36","47.8","0.0","0.0",
"d",,,"235.2","256.6","143.2","16.6","-4.4","122.8","-41.6","105.1","1.36","46.2","0.0","0.0",
"d",,,"233.1","247.6","145.9","19.0","-1.3","150.9","-5.2","109.7","1.33","51.5","0.0","0.0",
"d",,,"236.2","255.5","143.9","15.5","-1.1","117.5","-3.0","107.3","1.34","45.3","0.0","0.0",
"d",,,"236.7","257.7","140.2","18.4","-6.5","135.4","-27.3","107.3","1.31","49.8","0.0","0.0",
"d",,,"230.1","245.2","143.1","18.4","-1.4","140.4","3.3","107.3","1.33","50.0","0.0","0.0",
"d",,,"237.1","254.6","148.8","14.6","-6.6","120.7","-62.4","113.8","1.31","45.7","0.0","0.0",
"6i",,,"154.7","177.6","114.6","9.4","-1.0","44.6","-2.8","91.8","1.25","30.8","0.0","0.0",
"6i",,,"165.7","180.1","114.2","15.9","-2.5","76.7","-22.3","89.6","1.27","42.2","0.0","0.0",
"6i",,,"177.6","190.8","119.5","21.4","1.6","115.5","7.8","91.2","1.31","51.1","0.0","0.0",
"6i",,,"170.9","183.7","118.2","17.1","-2.2","89.7","-6.7","90.7","1.30","45.2","0.0","0.0",
"6i",,,"170.2","183.7","116.8","16.9","-2.1","86.4","-13.9","92.6","1.26","44.6","0.0","0.0",
"5w",,,"199.7","219.6","130.6","13.4","0.9","87.3","3.0","97.1","1.35","41.7","0.0","0.0",
"5w",,,"203.3","223.2","131.3","12.8","-1.7","84.4","-20.2","96.8","1.36","40.9","0.0","0.0",
"5w",,,"196.7","213.2","132.9","11.2","-4.1","77.6","-18.2","99.0","1.34","39.1","0.0","0.0",
"7i",,,"162.5","174.7","114.1","16.8","-0.4","81.5","8.3","90.1","1.27","44.2","0.0","0.0",
"7i",,,"159.2","170.9","112.3","20.1","-2.0","94.2","-1.9","89.6","1.25","47.6","0.0","0.0",
"9i",,,"145.4","157.6","101.8","23.9","-5.6","90.1","-30.4","85.8","1.19","48.7","0.0","0.0",
"9i",,,"146.4","157.1","104.4","23.9","-5.7","95.3","-23.7","84.6","1.23","49.4","0.0","0.0",
"9i",,,"143.9","154.6","104.6","21.9","-4.7","87.1","-25.0","85.1","1.23","47.5","0.0","0.0",
"9i",,,"124.3","138.2","93.5","25.3","-1.5","79.2","-3.4","83.5","1.12","47.4","0.0","0.0",
"9i",,,"131.0","145.3","97.2","24.9","-1.0","84.8","-2.2","82.9","1.17","48.2","0.0","0.0",
"9i",,,"138.1","152.9","101.3","23.7","-2.9","88.2","-7.0","83.5","1.21","48.3","0.0","0.0",
"5i",,,"137.1","157.0","108.4","14.4","-3.1","58.6","-31.5","91.2","1.19","36.6","0.0","0.0",
"5i",,,"170.5","185.2","116.9","15.6","0.9","79.5","16.8","88.5","1.32","42.4","0.0","0.0",
"5i",,,"171.9","186.1","115.4","17.3","2.2","85.4","10.9","89.6","1.29","44.3","0.0","0.0",
