"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type"
"6i",,,"159.8","171.9","113.9","18.8","1.6","90.5","28.9","89.0","1.28","46.0","0.0","0.0",
"6i",,,"149.6","163.5","106.9","18.8","1.8","77.4","20.5","86.8","1.23","43.5","0.0","0.0",
"6i",,,"149.1","163.5","104.4","16.7","-2.2","63.4","-3.7","87.4","1.20","39.2","0.0","0.0",
"6i",,,"156.9","170.2","110.7","16.5","-0.2","73.7","16.3","87.4","1.27","41.8","0.0","0.0",
"6i",,,"156.7","170.0","108.7","19.7","1.7","84.7","26.2","84.6","1.29","45.2","0.0","0.0",
"6i",,,"174.4","188.0","117.2","19.4","2.3","100.0","29.0","90.1","1.30","47.9","0.0","0.0",
"6i",,,"170.9","184.5","115.9","17.8","0.8","89.2","25.4","87.9","1.32","45.3","0.0","0.0",
"6i",,,"167.0","184.9","116.5","13.4","-2.4","67.7","12.0","89.0","1.31","39.2","0.0","0.0",
"6i",,,"145.7","162.4","104.3","19.0","0.8","74.0","1.7","86.8","1.20","42.9","0.0","0.0",
"6i",,,"168.4","181.9","115.0","19.4","-0.5","95.7","27.2","88.5","1.30","47.1","0.0","0.0",
"6i",,,"74.0","92.8","73.7","16.0","-8.1","22.2","-8.3","85.7","0.86","24.5","0.0","0.0",
"6i",,,"131.1","146.6","96.5","17.0","-5.1","52.6","-9.1","83.5","1.16","36.3","0.0","0.0",
"gw",,,"63.5","73.8","60.9","27.2","-2.5","32.0","-1.4","65.1","0.94","37.0","0.0","0.0",
"gw",,,"85.0","92.2","72.1","29.7","0.6","53.2","5.0","72.9","0.99","44.4","0.0","0.0",
"gw",,,"97.8","106.8","77.6","31.6","-1.3","67.8","2.2","74.0","1.05","48.3","0.0","0.0",
"gw",,,"73.2","83.7","67.7","24.8","-6.2","35.8","-8.3","69.0","0.98","36.6","0.0","0.0",
"gw",,,"83.5","92.1","71.7","29.3","-2.8","51.9","-4.2","69.6","1.03","43.8","0.0","0.0",
"gw",,,"89.3","97.0","73.7","29.1","-10.3","54.5","-11.9","73.5","1.00","44.2","0.0","0.0",
"gw",,,"94.0","101.4","77.2","30.6","-1.4","64.7","3.2","79.0","0.98","47.4","0.0","0.0",
"gw",,,"102.2","111.7","80.4","25.6","-5.0","56.4","-7.0","81.2","0.99","43.0","0.0","0.0",
"gw",,,"111.7","124.8","86.9","29.4","-3.7","79.9","-7.4","81.8","1.06","49.6","0.0","0.0",
"gw",,,"109.9","123.5","86.0","27.0","-4.0","70.6","-7.9","78.5","1.10","46.9","0.0","0.0",
"d",,,"201.2","216.1","134.3","16.4","-2.6","112.3","28.2","97.9","1.37","46.6","0.0","0.0",
"d",,,"218.7","233.8","141.3","14.6","-5.6","109.0","15.8","100.1","1.41","44.4","0.0","0.0",
"d",,,"222.5","238.0","141.3","17.9","-3.1","136.5","24.8","102.4","1.38","50.2","0.0","0.0",
"d",,,"230.6","248.9","144.7","11.7","-6.6","92.1","-0.0","104.0","1.39","40.1","0.0","0.0",
"d",,,"219.8","235.6","136.8","16.9","-1.6","121.9","23.7","102.9","1.33","48.6","0.0","0.0",
"d",,,"227.3","249.3","143.0","11.0","-10.5","84.1","-20.9","102.9","1.39","38.2","0.0","0.0",
"d",,,"226.6","242.8","144.5","14.6","-3.2","117.1","26.2","105.7","1.37","46.1","0.0","0.0",
"d",,,"235.1","256.6","144.6","13.6","-7.3","108.9","-13.5","106.2","1.36","44.4","0.0","0.0",
"d",,,"229.9","247.1","140.7","18.1","-3.9","137.7","11.0","104.0","1.35","50.7","0.0","0.0",
"d",,,"226.9","245.4","142.5","11.3","-9.1","87.3","-14.5","104.6","1.36","39.5","0.0","0.0",
"d",,,"230.4","248.3","141.9","16.4","-6.3","126.6","-7.4","104.4","1.36","48.4","0.0","0.0",
"d",,,"231.2","249.5","143.6","13.0","-8.7","102.2","-26.9","104.6","1.37","42.9","0.0","0.0",
"d",,,"236.2","254.9","143.7","14.5","-5.4","114.8","-9.5","105.7","1.36","45.8","0.0","0.0",
"d",,,"225.1","243.1","139.8","17.6","2.2","133.6","45.2","104.6","1.34","50.4","0.0","0.0",
"d",,,"205.6","219.5","139.6","17.0","-1.9","126.6","37.1","101.8","1.37","48.7","0.0","0.0",
"d",,,"208.2","225.4","133.5","13.0","-8.4","88.9","-15.6","102.4","1.30","41.7","0.0","0.0",
"d",,,"217.4","232.0","145.2","15.2","-2.5","123.9","33.6","106.8","1.36","47.5","0.0","0.0",
"d",,,"225.2","242.1","143.0","14.4","-5.9","112.6","18.6","104.0","1.37","45.3","0.0","0.0",
"5w",,,"173.7","188.1","112.2","26.5","5.7","124.3","32.5","93.5","1.20","54.6","0.0","0.0",
"5w",,,"184.5","198.4","120.5","17.6","-3.0","95.3","2.5","92.4","1.30","45.4","0.0","0.0",
"5w",,,"208.9","226.6","129.9","19.0","-1.4","122.0","8.9","94.6","1.37","49.8","0.0","0.0",
"5w",,,"211.7","233.4","130.4","16.4","-8.3","107.4","-30.9","96.7","1.35","46.8","0.0","0.0",
"5w",,,"211.9","227.8","133.6","16.1","-2.5","111.1","-4.1","99.4","1.34","47.0","0.0","0.0",
"5w",,,"131.7","142.4","95.7","31.0","1.7","104.1","10.9","89.6","1.07","54.1","0.0","0.0",
"5w",,,"168.1","179.6","117.5","27.7","1.9","142.2","35.6","97.5","1.20","57.3","0.0","0.0",
"5w",,,"131.1","142.9","97.9","37.3","2.0","131.5","11.1","95.7","1.02","61.1","0.0","0.0",
"5w",,,"199.8","218.0","124.7","17.5","-5.7","102.9","-29.5","94.0","1.33","46.6","0.0","0.0",
"4i",,,"150.8","168.7","109.0","11.7","-4.1","45.6","-17.1","90.1","1.21","30.8","0.0","0.0",
"4i",,,"139.3","159.9","101.7","15.9","-2.4","54.2","-7.9","90.1","1.13","35.3","0.0","0.0",
"4i",,,"172.6","188.4","118.7","12.9","-3.7","66.3","-6.3","90.7","1.31","37.7","0.0","0.0",
"4i",,,"177.6","193.5","120.4","14.2","-1.4","76.2","12.3","91.8","1.31","40.6","0.0","0.0",
"4i",,,"189.3","204.1","126.3","13.8","-2.5","83.9","-1.1","93.5","1.35","41.9","0.0","0.0",
"4i",,,"155.9","172.7","110.7","12.3","-2.5","50.7","-3.2","92.4","1.20","32.7","0.0","0.0",
"4i",,,"156.9","172.4","111.0","13.5","-4.3","57.4","-11.8","90.7","1.22","35.4","0.0","0.0",
"4i",,,"127.9","147.9","101.1","12.9","-2.1","39.6","-0.3","94.4","1.07","28.7","0.0","0.0",
"7i",,,"160.7","173.6","111.8","17.5","-1.6","80.8","-0.7","87.4","1.28","44.2","0.0","0.0",
"7i",,,"138.3","152.7","100.5","18.1","-2.9","63.6","-8.2","84.6","1.19","40.4","0.0","0.0",
"7i",,,"146.7","160.3","105.9","15.7","-1.9","62.4","-3.8","87.9","1.20","39.1","0.0","0.0",
"7i",,,"156.9","168.4","110.5","21.2","0.4","95.6","15.5","87.4","1.26","48.2","0.0","0.0",
"7i",,,"140.1","151.3","103.4","17.6","-1.2","66.4","6.0","87.9","1.18","40.9","0.0","0.0",
"7i",,,"143.8","155.9","101.3","25.7","2.8","96.1","23.0","86.8","1.17","49.8","0.0","0.0",
