"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type"
"8i",,,"131.9","145.9","95.6","20.0","-3.0","63.0","-11.6","89.6","1.07","41.1","-3.1","-0.9",0
"8i",,,"126.1","136.8","95.0","20.9","2.6","65.8","13.0","87.4","1.09","42.4","-1.4","-0.9",0
"8i",,,"155.4","166.1","109.3","23.1","1.6","102.1","5.7","88.5","1.24","50.1","-2.4","-1.6",0
"8i",,,"143.9","154.2","106.0","24.3","2.5","100.3","17.9","87.4","1.21","50.2","0.0","-2.6",0
"8i",,,"153.6","164.5","108.9","24.7","3.5","108.6","7.6","89.6","1.22","51.5","-1.0","-1.0",8
"6i",,,"166.2","177.7","115.4","20.4","3.5","101.5","26.2","91.2","1.27","48.6","-2.0","-2.1",0
"6i",,,"183.3","196.8","123.0","18.2","1.5","105.3","7.9","92.4","1.33","48.3","-3.4","-1.8",0
"6i",,,"186.5","200.2","126.6","16.3","-5.2","101.3","-20.0","91.2","1.39","46.9","-2.4","-4.2",0
"6i",,,"171.7","185.7","118.0","17.2","-1.7","90.1","-14.7","91.8","1.29","45.4","-2.5","-1.4",0
"6i",,,"82.0","102.1","78.1","16.2","-0.2","26.7","-3.6","92.7","0.84","26.5","1.9","1.4",0
"6i",,,"158.8","171.9","111.1","19.7","1.3","89.8","14.7","87.4","1.27","46.2","-1.3","-2.6",0
"6i",,,"139.1","150.7","103.0","20.0","3.3","75.5","20.5","87.4","1.18","43.6","-0.3","-2.5",0
"6i",,,"48.4","129.1","105.8","0.8","1.7","1.1","4.8","91.8","1.15","2.2","-5.0","0.3",0
"6i",,,"129.4","144.0","101.4","15.6","4.9","54.0","36.7","88.5","1.15","36.1","-4.4","-5.8",0
"6i",,,"125.7","140.9","95.0","17.3","3.7","51.3","21.7","81.8","1.16","36.2","-2.8","-2.8",0
"6i",,,"163.1","176.3","114.0","17.3","2.5","83.3","13.8","89.0","1.28","44.1","-2.2","-1.5",0
"6i",,,"185.1","200.8","120.1","17.0","0.8","93.1","11.8","89.6","1.34","45.8","-3.1","-1.1",0
"6i",,,"162.5","180.0","113.0","13.9","0.9","64.6","9.9","91.2","1.24","38.6","-4.1","-0.6",0
"6i",,,"163.9","178.1","112.7","17.2","-0.6","80.1","6.5","85.7","1.32","43.3","-3.0","-3.5",0
"6i",,,"145.5","160.6","102.8","16.9","0.3","61.6","9.4","87.9","1.17","38.8","-1.7","-1.0",0
"6i",,,"159.9","171.4","112.7","18.8","5.9","88.1","31.3","90.1","1.25","45.7","-3.1","-0.7",0
"6i",,,"159.1","173.6","110.6","15.8","-1.1","69.8","-0.6","88.5","1.25","40.6","-2.8","-2.4",0
"6i",,,"170.4","183.5","116.2","20.5","0.7","103.7","19.0","89.0","1.30","48.9","-1.4","-2.3",0
"6i",,,"163.5","177.5","113.6","14.6","-0.6","69.2","10.1","88.5","1.28","40.0","-0.0","-1.7",0
"6i",,,"168.8","180.6","115.8","19.6","5.5","98.6","36.7","87.9","1.32","47.8","-3.1","-1.6",0
"6i",,,"178.6","191.4","122.8","18.0","-1.0","103.8","-5.6","88.5","1.39","47.9","-2.6","-2.2",0
"6i",,,"183.4","195.0","125.7","18.8","5.0","114.6","20.9","93.5","1.34","50.1","-3.2","2.4",0
"6i",,,"189.2","202.3","126.3","19.9","2.5","121.7","11.7","94.6","1.34","51.4","-1.3","0.8",0
"6i",,,"176.5","188.9","121.1","17.9","1.0","99.9","5.7","91.2","1.33","47.3","-2.4","-0.5",0
"6i",,,"168.9","181.3","118.8","20.0","3.1","106.4","8.9","89.6","1.33","49.1","-1.9","-0.4",0
"6i",,,"162.3","174.0","114.7","20.5","2.1","100.8","11.0","91.8","1.25","48.6","-1.1","1.2",0
"4i",,,"166.3","182.7","112.7","15.3","0.9","69.4","9.3","95.1","1.18","39.4","-1.1","-0.1",0
"4i",,,"209.1","227.3","128.6","17.3","1.2","109.7","1.7","94.0","1.37","47.7","-0.0","0.1",0
"4i",,,"186.6","201.7","121.1","17.3","3.1","95.2","21.1","93.5","1.30","45.6","-0.4","0.3",0
"4i",,,"201.7","217.2","130.1","16.2","1.7","105.4","8.1","95.1","1.37","46.5","-0.3","0.7",0
"4i",,,"177.5","193.0","121.8","14.1","1.0","78.6","1.8","94.6","1.29","41.2","-1.7","0.3",0
"4i",,,"174.9","190.9","117.5","16.6","1.1","85.2","4.9","94.6","1.24","43.7","-0.2","-1.7",0
"4i",,,"178.5","194.1","118.0","16.1","1.6","83.1","5.1","92.9","1.27","43.0","-0.8","-1.0",0
"d",,,"229.7","246.5","145.6","14.0","-0.3","104.9","27.7","106.2","1.37","41.9","10.0","-3.8",0
"d",,,"198.7","212.6","137.4","17.4","2.7","123.4","60.1","105.1","1.31","48.1","5.6","-5.5",0
"d",,,"217.4","231.3","143.7","16.1","1.0","122.1","48.2","106.8","1.35","46.3","6.2","-4.8",0
"d",,,"221.3","236.7","140.6","15.9","-3.0","113.7","17.7","104.0","1.35","44.8","-1.0","-1.0",1
"d",,,"228.8","244.8","143.2","16.0","-4.6","119.9","17.7","106.8","1.34","45.8","-1.0","-1.0",1
"d",,,"219.6","233.9","144.0","19.3","1.7","149.5","61.4","107.3","1.34","51.5","-1.0","-1.0",1
"d",,,"217.7","231.7","142.8","17.3","-0.9","129.6","35.4","105.7","1.35","47.8","-1.0","-1.0",4
"d",,,"229.1","245.0","142.9","17.6","-2.6","132.5","-17.9","106.8","1.34","48.5","11.8","2.7",0
"d",,,"226.1","243.3","144.9","15.3","-1.9","115.0","34.8","106.2","1.36","44.3","-1.0","-1.0",1
"d",,,"232.8","248.8","144.5","16.7","-3.1","126.7","23.3","106.8","1.35","46.9","-1.0","-1.0",1
"d",,,"241.9","259.6","146.9","14.9","-0.4","110.7","-2.8","104.0","1.41","42.5","5.0","-1.8",0
"d",,,"218.6","233.7","141.0","14.6","-4.5","108.6","-2.8","108.6","1.30","44.3","-1.0","-1.0",1
"d",,,"235.6","251.5","145.6","16.8","-0.9","128.4","16.2","106.2","1.37","46.9","-1.0","-1.0",1
"d",,,"228.3","243.5","145.9","14.0","-2.2","112.0","20.5","111.9","1.30","44.4","-1.0","-1.0",1
"7i",,,"175.2","186.9","120.2","20.1","1.6","110.1","0.5","91.8","1.31","50.0","-1.6","1.3",0
"7i",,,"172.5","184.0","120.8","21.4","1.6","118.1","11.6","90.7","1.33","51.6","-2.6","-1.0",0
"7i",,,"163.7","174.2","114.3","22.2","0.0","108.0","0.0","88.5","1.29","50.3","-2.0","-2.4",0
"7i",,,"158.4","170.9","110.1","19.6","1.1","87.5","0.3","90.1","1.22","46.4","-2.3","0.8",0
"7i",,,"154.5","166.3","108.6","21.8","3.3","94.6","17.7","89.0","1.22","48.4","-2.4","-1.7",0
"7i",,,"149.6","161.6","106.8","22.9","3.7","95.7","15.2","82.9","1.29","48.7","-1.5","-0.5",0
"7i",,,"176.2","189.9","116.1","20.9","2.5","105.9","2.2","89.6","1.30","49.7","-1.8","1.0",0
"gw",,,"100.5","109.7","79.7","30.5","7.6","69.1","9.4","72.4","1.10","47.9","-3.9","5.4",0
