"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type"
"gw",,,"128.4","139.0","92.6","28.8","-3.3","89.5","-3.9","85.7","1.08","51.0","-4.5","-3.6",0
"gw",,,"122.6","133.2","89.4","30.1","3.3","87.1","12.5","87.7","1.02","51.3","-3.5","1.8",0
"gw",,,"126.3","135.7","93.6","30.7","-1.3","98.6","-5.8","84.0","1.11","53.1","-2.5","1.0",0
"gw",,,"126.2","138.3","90.4","32.0","2.3","95.6","7.8","85.7","1.05","53.2","-1.1","0.8",0
"7i",,,"145.6","158.0","104.0","20.6","1.4","80.6","-5.6","90.1","1.15","45.3","-0.1","2.2",0
"7i",,,"171.8","184.0","117.4","20.5","-1.3","106.1","-10.2","91.2","1.29","49.5","-1.4","-0.4",0
"7i",,,"176.7","188.3","119.8","18.6","-2.4","101.6","-11.4","91.8","1.31","48.2","-3.2","-1.7",0
"7i",,,"178.9","193.1","116.9","19.7","-1.1","101.2","-10.9","91.8","1.27","48.6","-2.3","-0.1",0
"7i",,,"172.6","184.8","116.2","18.5","-2.0","93.8","-15.1","90.1","1.29","46.9","-2.5","-0.2",0
"d",,,"235.6","255.3","146.5","11.5","-4.3","86.6","-23.9","105.7","1.39","37.5","2.0","-5.9",0
"d",,,"226.9","255.6","145.5","12.6","-7.7","92.8","-28.9","105.1","1.38","39.0","2.8","-3.6",0
"d",,,"233.7","254.2","143.5","13.6","-2.5","96.4","19.5","102.9","1.39","39.9","3.2","-4.3",0
"d",,,"236.5","255.6","144.8","12.5","-8.1","92.2","-20.3","105.4","1.37","39.1","0.9","-6.0",0
"d",,,"234.6","255.3","141.5","13.3","-2.2","93.1","-12.6","103.5","1.37","39.7","2.9","-2.2",0
"d",,,"238.9","257.8","146.1","13.5","-2.2","97.8","2.9","101.8","1.44","39.6","1.6","-3.8",0
"d",,,"229.6","247.0","145.2","12.9","-6.1","96.6","12.3","106.8","1.36","40.2","0.2","-6.1",0
"d",,,"229.6","244.9","148.7","11.1","-6.3","85.4","-16.1","105.7","1.41","36.8","0.9","-6.4",0
"d",,,"234.2","254.1","142.9","14.2","-3.9","105.8","-20.8","107.5","1.33","43.0","3.2","-5.1",0
"d",,,"230.8","247.9","145.5","13.1","-2.9","97.3","10.7","105.7","1.38","40.1","-0.5","-6.1",0
"d",,,"228.5","243.9","145.7","13.1","-4.8","97.3","11.4","105.7","1.38","40.1","-1.0","-5.6",0
"d",,,"241.2","258.0","150.1","13.6","-3.4","108.4","11.0","109.9","1.37","42.1","2.6","-6.0",0
"d",,,"235.3","257.9","144.6","10.9","-9.6","82.3","-55.4","107.3","1.35","37.2","-0.3","-4.1",0
"d",,,"239.7","259.5","147.7","11.8","-6.1","90.3","-41.7","106.8","1.38","38.3","1.3","-5.3",0
"9i",,,"143.2","155.5","102.1","19.7","-2.1","73.4","-4.0","87.9","1.16","44.0","-3.6","-2.0",0
"9i",,,"139.4","148.3","102.6","23.0","-1.3","87.9","-3.3","86.8","1.18","48.2","-1.2","-1.7",0
"9i",,,"152.0","164.2","103.7","23.6","-3.3","92.7","-8.6","85.1","1.22","49.0","-3.8","-3.0",0
"9i",,,"149.9","161.9","107.3","18.3","-3.4","76.4","-3.7","87.9","1.22","44.1","-2.3","-2.0",0
"9i",,,"141.5","151.9","101.3","26.0","-1.0","97.6","6.0","85.7","1.18","50.6","-2.4","-2.5",0
"9i",,,"143.2","154.1","102.0","25.0","-4.0","94.9","-16.8","84.6","1.21","49.8","-2.8","-1.3",0
"9i",,,"131.9","141.6","97.7","27.6","-1.5","96.3","-3.7","83.5","1.17","51.0","-0.7","-3.0",0
"9i",,,"128.5","138.7","93.3","27.8","-2.1","87.5","-2.5","82.4","1.13","49.7","-1.0","-1.0",3
"9i",,,"122.9","133.9","90.9","23.6","-3.6","68.3","-8.4","86.2","1.05","44.3","-2.9","-2.2",0
"5w",,,"182.5","196.2","120.8","18.1","-3.1","98.8","-11.1","95.7","1.26","46.4","0.2","-5.1",0
"5w",,,"210.9","226.9","133.6","15.1","-4.1","103.4","-14.7","96.8","1.38","45.1","0.8","-4.4",0
"5w",,,"190.0","204.8","121.9","20.8","0.6","116.7","28.1","96.8","1.26","50.4","-0.1","-3.5",0
"5w",,,"212.2","231.6","132.2","15.1","-7.6","102.2","-50.9","97.9","1.35","45.3","-1.5","-4.4",0
"5w",,,"190.0","203.1","125.8","19.5","0.8","117.0","15.5","98.5","1.28","49.6","-0.6","-1.7",0
"5w",,,"209.2","224.2","137.3","13.1","-5.2","96.3","-15.8","100.1","1.37","43.2","0.1","-4.5",0
"5w",,,"208.7","225.0","133.0","14.4","-7.6","98.2","-55.4","97.4","1.37","44.2","0.3","-6.1",0
"5w",,,"192.0","206.3","124.6","17.3","-5.7","102.0","-21.8","96.2","1.30","46.5","0.1","-5.2",0
"5w",,,"202.2","219.9","133.8","9.4","-9.9","67.6","-55.2","97.9","1.37","36.3","-0.8","-5.8",0
"5w",,,"190.2","204.7","122.6","17.1","-5.5","96.9","-8.9","97.4","1.26","45.7","-0.1","-4.2",0
"5w",,,"207.6","223.5","136.2","10.7","-8.3","79.3","-30.9","99.0","1.38","39.3","-2.5","-4.9",0
"5i",,,"165.7","181.3","111.1","16.1","-2.7","71.3","-10.0","93.5","1.19","40.6","0.2","-4.7",0
"5i",,,"175.2","188.6","116.4","18.2","-2.1","91.8","-10.0","91.2","1.28","45.8","0.6","-2.4",0
"5i",,,"186.3","199.4","124.9","18.6","-2.9","110.8","-4.8","92.4","1.35","49.0","-0.6","-3.5",0
"5i",,,"181.3","195.4","120.2","17.5","-4.9","95.8","-26.9","92.9","1.29","46.2","-0.8","-3.1",0
"5i",,,"187.3","203.0","124.5","12.3","-6.5","74.3","-33.7","93.5","1.33","40.2","-1.5","-3.1",0
