"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type"
"pw",,,"117.2","127.9","88.5","32.3","-7.5","92.3","-15.1","81.2","1.09","52.4","-4.8","-6.9",0
"pw",,,"109.4","119.6","84.0","33.2","-2.6","85.4","-2.3","77.4","1.09","51.8","-6.1","-5.0",0
"pw",,,"127.2","138.6","91.9","28.3","-7.3","86.7","-14.9","82.4","1.12","49.8","-5.9","-4.7",0
"pw",,,"90.2","100.3","76.9","31.0","16.8","65.0","41.4","79.0","0.97","47.6","-1.0","-1.0",8
"pw",,,"125.3","138.4","88.7","29.7","-4.0","84.6","-2.8","79.6","1.11","50.1","-8.6","-3.9",0
"pw",,,"86.6","97.9","70.9","37.8","-7.1","69.9","-11.6","80.7","0.88","51.9","-2.8","-8.2",0
"pw",,,"86.8","97.4","71.8","29.5","-7.3","52.2","-8.2","82.4","0.87","43.5","-3.1","-6.7",0
"pw",,,"119.6","129.8","89.9","28.6","-2.9","83.5","-1.1","79.0","1.14","49.5","-5.3","-3.8",0
"pw",,,"88.5","100.1","78.0","27.9","15.9","58.7","39.7","79.0","0.99","44.6","-6.6","-7.4",0
"pw",,,"82.9","94.7","71.2","28.7","-6.2","49.5","-6.8","80.1","0.89","42.4","-4.0","-6.3",0
"pw",,,"108.2","117.8","85.4","30.8","-3.7","81.2","-1.5","72.4","1.18","49.9","-1.0","-1.0",8
"7i",,,"146.6","162.6","105.7","14.2","-8.6","55.2","-16.3","85.1","1.24","36.5","-5.5","-7.4",0
"7i",,,"62.4","70.5","59.9","41.5","-1.8","55.7","-2.2","84.0","0.71","51.7","-3.6","-7.1",0
"7i",,,"133.9","147.7","100.4","15.0","-11.8","51.0","-27.5","81.2","1.24","35.5","-5.7","-6.0",0
"7i",,,"144.1","157.9","105.0","16.3","-5.3","63.6","-5.2","84.0","1.25","39.6","-6.4","-4.3",0
"7i",,,"98.5","109.1","77.7","36.0","2.8","79.6","-0.4","84.0","0.92","52.2","-3.5","-4.9",0
"7i",,,"52.6","81.7","93.3","6.2","8.8","10.7","13.4","83.5","1.12","12.3","-1.0","-1.0",4
"7i",,,"77.8","88.0","66.8","28.9","-14.7","42.7","-26.5","80.7","0.83","40.4","-1.0","-1.0",5
"7i",,,"161.1","172.2","112.2","18.5","1.1","86.5","15.7","89.0","1.26","45.8","-4.7","-1.2",0
"7i",,,"92.7","108.5","89.2","15.7","14.1","38.2","37.7","85.7","1.04","31.2","-2.9","-2.6",0
"7i",,,"153.8","166.0","108.9","19.1","-0.3","83.0","20.0","85.1","1.28","45.2","-4.8","-5.1",0
"7i",,,"155.3","166.9","109.9","17.7","-3.0","78.0","-2.0","106.9","1.03","43.5","-1.0","-1.0",8
"7i",,,"148.7","163.6","103.7","18.1","-3.6","68.9","-11.8","90.1","1.15","41.5","-2.5","-2.2",0
"7i",,,"163.2","177.2","111.4","18.0","-4.0","82.5","-16.3","85.7","1.30","44.6","-2.4","-1.6",0
"7i",,,"163.5","175.9","112.8","20.4","-0.1","96.2","11.6","88.5","1.27","48.0","-3.6","-1.4",0
"7i",,,"143.5","159.1","102.9","15.8","-3.7","57.9","-13.6","87.9","1.17","37.8","-3.7","-1.3",0
"7i",,,"162.0","173.6","114.2","19.0","0.6","92.4","8.8","111.8","1.02","46.8","-1.0","-1.0",8
"7i",,,"171.8","184.7","118.9","15.8","-2.4","85.0","-16.8","89.6","1.33","44.4","-2.3","-0.2",0
"7i",,,"170.5","183.0","118.0","17.9","-0.8","94.3","-3.3","91.2","1.29","46.9","-4.7","-0.0",0
"7i",,,"150.6","162.2","108.2","19.1","-0.2","81.8","8.6","91.2","1.19","45.0","-4.0","-2.2",0
"7i",,,"170.8","183.9","116.3","17.9","-0.2","90.9","4.0","89.6","1.30","46.3","-4.8","-0.8",0
"7i",,,"169.9","182.5","117.4","18.3","-1.2","95.4","-7.5","89.6","1.31","47.1","-4.0","-0.4",0
"7i",,,"166.8","179.7","113.8","18.2","0.1","88.0","5.1","90.1","1.26","45.9","-2.5","-1.7",0
"7i",,,"165.8","179.4","116.2","16.6","-3.9","84.1","-19.4","89.6","1.30","44.5","-4.2","-1.8",0
"7i",,,"99.5","116.1","85.8","17.2","-5.3","38.5","-13.7","87.4","0.98","31.9","-1.1","-1.1",0
"7i",,,"161.8","174.2","111.5","19.6","-0.5","90.2","5.2","87.9","1.27","46.7","-2.5","-1.7",0
"7i",,,"165.1","176.7","114.1","20.3","-1.3","98.6","6.9","90.7","1.26","48.4","-1.0","-1.0",8
"7i",,,"163.0","175.3","114.0","17.3","-3.5","83.6","-8.4","89.0","1.28","44.7","-3.5","-2.2",0
"7i",,,"157.7","170.7","110.3","17.8","-1.1","79.3","9.4","88.5","1.25","44.1","-3.7","-2.7",0
"4i",,,"164.2","180.9","114.5","11.8","-2.4","54.1","1.2","91.2","1.26","33.8","-3.9","-3.5",0
"4i",,,"140.9","159.7","104.1","12.1","-2.9","40.7","-10.2","89.6","1.16","29.0","-1.3","-0.9",0
"4i",,,"158.1","174.8","112.6","12.7","0.8","56.1","8.0","90.7","1.24","34.8","-1.9","-0.3",0
"4i",,,"121.4","141.7","98.5","11.8","-3.4","32.4","-4.4","88.5","1.11","25.4","-2.5","-2.2",0
"4i",,,"196.9","214.0","128.6","12.9","-3.5","82.0","-16.1","93.5","1.38","41.0","-2.5","-1.8",0
"4i",,,"190.9","206.2","126.6","13.7","-1.4","83.6","-1.4","94.6","1.34","41.8","-2.7","-1.8",0
"4i",,,"193.4","209.4","128.4","11.7","-6.4","74.8","-44.5","93.5","1.37","39.1","-2.1","-2.0",0
"4i",,,"201.9","220.1","130.5","12.5","-2.0","82.9","-9.8","95.1","1.37","41.1","-2.7","-1.4",0
"4i",,,"179.2","197.2","124.1","10.7","-5.5","61.9","-29.5","93.5","1.33","35.6","-2.3","-0.9",0
"d",,,"225.7","241.8","144.0","13.8","-1.7","101.0","26.4","105.1","1.37","41.2","-1.0","-1.0",1
"d",,,"237.7","255.8","148.0","13.1","-3.8","100.0","11.4","106.8","1.39","40.4","-1.0","-1.0",1
"d",,,"237.9","259.6","148.9","9.2","-8.0","74.0","-33.2","107.3","1.39","34.2","-1.0","-1.0",1
"d",,,"235.5","253.9","147.4","13.1","-4.5","100.0","14.3","107.3","1.37","40.6","-1.0","-1.0",1
"d",,,"234.7","252.8","145.9","11.4","-5.7","85.1","-12.6","105.1","1.39","37.2","-1.0","-1.0",1
"d",,,"236.8","260.3","149.4","9.3","-6.9","74.5","-44.0","107.3","1.39","34.2","-1.0","-1.0",1
"d",,,"241.5","262.5","148.0","11.6","-6.7","89.9","-28.4","107.3","1.38","38.2","-1.0","-1.0",1
"d",,,"206.3","243.6","143.7","4.9","-7.9","39.1","-30.3","111.0","1.30","23.4","-1.0","-1.0",1
"d",,,"241.5","259.9","148.9","12.8","-3.7","99.6","6.9","107.3","1.39","40.2","-1.0","-1.0",1
"d",,,"208.5","235.2","148.8","10.4","-5.1","82.2","-60.8","107.3","1.39","36.3","-1.0","-1.0",1
"d",,,"238.9","258.8","145.3","13.0","-2.6","96.6","-15.7","105.7","1.37","40.0","-1.0","-1.0",1
"d",,,"233.6","257.3","147.8","9.9","-8.9","77.3","-60.4","106.8","1.38","35.2","-1.0","-1.0",1
"d",,,"213.7","229.0","138.1","16.2","-3.7","115.6","14.0","106.2","1.30","46.3","-1.0","-1.0",1
"d",,,"216.1","238.1","144.1","11.4","-6.5","84.9","-66.1","106.2","1.36","37.7","-1.0","-1.0",1
"d",,,"235.7","256.3","147.9","10.8","-4.7","83.6","2.8","106.8","1.38","36.7","-1.0","-1.0",1
"d",,,"226.5","242.8","143.1","14.9","-4.3","110.4","10.1","106.2","1.35","43.7","-1.0","-1.0",1
"9i",,,"141.5","150.0","103.7","24.9","-0.3","97.9","-0.5","86.8","1.19","50.3","-3.9","-0.5",0
"9i",,,"139.9","150.1","101.0","25.0","-0.1","92.9","-1.3","85.1","1.19","49.6","-2.7","-0.4",0
"9i",,,"139.7","148.5","102.5","24.3","1.1","92.9","10.2","86.8","1.18","49.4","-3.3","0.2",0
"9i",,,"108.5","120.0","85.6","20.0","-2.2","47.4","-4.3","86.2","0.99","36.9","-1.0","-1.0",8
"9i",,,"142.8","152.0","103.1","22.1","-3.8","84.9","-12.8","85.7","1.20","47.2","-4.9","-1.8",0
"9i",,,"116.5","126.8","90.7","22.6","-3.9","64.4","1.6","86.5","1.05","42.9","3.1","-7.3",0
"9i",,,"138.5","148.6","100.0","28.4","-1.2","104.3","-1.0","85.1","1.18","52.4","-4.2","-1.1",0
"9i",,,"137.0","147.2","99.9","25.0","-0.3","90.4","2.6","84.0","1.19","49.1","-4.0","-0.8",0
"gw",,,"108.4","116.4","84.0","30.4","0.5","76.9","5.1","81.2","1.03","49.5","-5.4","-1.4",0
"gw",,,"107.4","116.7","83.3","27.6","-2.2","67.2","-5.9","80.7","1.03","46.6","-5.4","-0.8",0
"gw",,,"82.2","90.8","70.9","34.1","-0.5","61.3","-0.6","69.6","1.02","48.2","-8.5","-1.1",0
"gw",,,"85.8","96.7","70.5","32.4","-2.5","56.8","-2.7","69.0","1.02","46.5","-5.8","-2.0",0
"gw",,,"109.6","119.9","85.6","37.0","-2.2","100.3","-6.2","82.9","1.03","56.1","-5.4","2.3",0
